sent_id,paper_id,year,cluster,cluster_name
122,2020.emnlp-main.19,2020,111,"transformer, language, transformers"
123,2020.emnlp-main.19,2020,132,"transformer, transformers, vanilla"
124,2020.emnlp-main.19,2020,106,"attention, heads, head"
125,2020.emnlp-main.19,2020,106,"attention, heads, head"
126,2020.emnlp-main.19,2020,-1,noise
127,2020.emnlp-main.20,2020,-1,noise
128,2020.emnlp-main.20,2020,105,"token, tokens, tokenization"
129,2020.emnlp-main.20,2020,105,"token, tokens, tokenization"
130,2020.emnlp-main.20,2020,105,"token, tokens, tokenization"
131,2020.emnlp-main.20,2020,-1,noise
132,2020.emnlp-main.20,2020,98,"speech, audio, music"
133,2020.emnlp-main.20,2020,-1,noise
134,2020.emnlp-main.21,2020,111,"transformer, language, transformers"
135,2020.emnlp-main.21,2020,-1,noise
136,2020.emnlp-main.21,2020,1,"paraphrase, paraphrases, paraphrasing"
137,2020.emnlp-main.21,2020,175,"domain, adaptation, domains"
138,2020.emnlp-main.21,2020,-1,noise
139,2020.emnlp-main.22,2020,-1,noise
140,2020.emnlp-main.22,2020,40,"adversarial, attacks, attack"
141,2020.emnlp-main.22,2020,-1,noise
142,2020.emnlp-main.22,2020,40,"adversarial, attacks, attack"
143,2020.emnlp-main.22,2020,-1,noise
144,2020.emnlp-main.22,2020,-1,noise
145,2020.emnlp-main.23,2020,-1,noise
146,2020.emnlp-main.23,2020,91,"gender, translation, bias"
147,2020.emnlp-main.23,2020,91,"gender, translation, bias"
148,2020.emnlp-main.23,2020,158,"annotation, annotators, annotator"
149,2020.emnlp-main.23,2020,-1,noise
150,2020.emnlp-main.23,2020,185,"cultural, gender, bias"
151,2020.emnlp-main.23,2020,91,"gender, translation, bias"
152,2020.emnlp-main.24,2020,101,"text, classification, label"
153,2020.emnlp-main.24,2020,-1,noise
154,2020.emnlp-main.24,2020,-1,noise
155,2020.emnlp-main.24,2020,101,"text, classification, label"
156,2020.emnlp-main.24,2020,101,"text, classification, label"
157,2020.emnlp-main.25,2020,-1,noise
158,2020.emnlp-main.25,2020,-1,noise
159,2020.emnlp-main.25,2020,174,"github, https, com"
160,2020.emnlp-main.25,2020,65,"retrieval, query, dense"
161,2020.emnlp-main.25,2020,136,"inference, time, faster"
162,2020.emnlp-main.25,2020,122,"reasoning, logical, language"
163,2020.emnlp-main.26,2020,-1,noise
164,2020.emnlp-main.26,2020,106,"attention, heads, head"
165,2020.emnlp-main.26,2020,-1,noise
166,2020.emnlp-main.26,2020,147,"nlp, nlg, nli"
167,2020.emnlp-main.26,2020,113,"encoder, encoders, decoder"
168,2020.emnlp-main.26,2020,-1,noise
169,2020.emnlp-main.26,2020,-1,noise
170,2020.emnlp-main.27,2020,-1,noise
171,2020.emnlp-main.27,2020,-1,noise
172,2020.emnlp-main.27,2020,-1,noise
173,2020.emnlp-main.27,2020,61,"shot, zero, learning"
174,2020.emnlp-main.27,2020,13,"intent, intents, slot"
175,2020.emnlp-main.27,2020,61,"shot, zero, learning"
176,2020.emnlp-main.27,2020,-1,noise
177,2020.emnlp-main.27,2020,-1,noise
178,2020.emnlp-main.28,2020,37,"dialogue, dialog, dialogues"
179,2020.emnlp-main.28,2020,-1,noise
180,2020.emnlp-main.28,2020,37,"dialogue, dialog, dialogues"
181,2020.emnlp-main.28,2020,-1,noise
182,2020.emnlp-main.28,2020,-1,noise
183,2020.emnlp-main.28,2020,37,"dialogue, dialog, dialogues"
184,2020.emnlp-main.28,2020,37,"dialogue, dialog, dialogues"
185,2020.emnlp-main.28,2020,37,"dialogue, dialog, dialogues"
186,2020.emnlp-main.28,2020,155,"human, evaluation, metrics"
187,2020.emnlp-main.29,2020,59,"sql, schema, text"
188,2020.emnlp-main.29,2020,59,"sql, schema, text"
189,2020.emnlp-main.29,2020,-1,noise
190,2020.emnlp-main.29,2020,-1,noise
191,2020.emnlp-main.29,2020,165,"code, program, commit"
192,2020.emnlp-main.29,2020,59,"sql, schema, text"
193,2020.emnlp-main.30,2020,-1,noise
194,2020.emnlp-main.30,2020,-1,noise
195,2020.emnlp-main.30,2020,-1,noise
196,2020.emnlp-main.30,2020,62,"qa, vqa, kbqa"
197,2020.emnlp-main.31,2020,71,"question, answering, questions"
198,2020.emnlp-main.31,2020,71,"question, answering, questions"
199,2020.emnlp-main.31,2020,1,"paraphrase, paraphrases, paraphrasing"
200,2020.emnlp-main.31,2020,1,"paraphrase, paraphrases, paraphrasing"
201,2020.emnlp-main.31,2020,-1,noise
202,2020.emnlp-main.31,2020,62,"qa, vqa, kbqa"
203,2020.emnlp-main.31,2020,71,"question, answering, questions"
204,2020.emnlp-main.32,2020,20,"summarization, summaries, summary"
205,2020.emnlp-main.32,2020,20,"summarization, summaries, summary"
206,2020.emnlp-main.32,2020,20,"summarization, summaries, summary"
207,2020.emnlp-main.32,2020,-1,noise
208,2020.emnlp-main.32,2020,178,"memory, search, hardware"
209,2020.emnlp-main.32,2020,20,"summarization, summaries, summary"
210,2020.emnlp-main.33,2020,20,"summarization, summaries, summary"
211,2020.emnlp-main.33,2020,20,"summarization, summaries, summary"
212,2020.emnlp-main.33,2020,20,"summarization, summaries, summary"
213,2020.emnlp-main.33,2020,20,"summarization, summaries, summary"
214,2020.emnlp-main.34,2020,-1,noise
215,2020.emnlp-main.34,2020,-1,noise
216,2020.emnlp-main.34,2020,20,"summarization, summaries, summary"
217,2020.emnlp-main.34,2020,99,"agents, language, agent"
218,2020.emnlp-main.34,2020,-1,noise
219,2020.emnlp-main.34,2020,-1,noise
220,2020.emnlp-main.34,2020,113,"encoder, encoders, decoder"
221,2020.emnlp-main.34,2020,20,"summarization, summaries, summary"
222,2020.emnlp-main.34,2020,20,"summarization, summaries, summary"
223,2020.emnlp-main.35,2020,20,"summarization, summaries, summary"
224,2020.emnlp-main.35,2020,100,"topic, topics, document"
225,2020.emnlp-main.35,2020,100,"topic, topics, document"
226,2020.emnlp-main.35,2020,-1,noise
227,2020.emnlp-main.35,2020,-1,noise
228,2020.emnlp-main.36,2020,149,"language, llms, pre"
229,2020.emnlp-main.36,2020,-1,noise
230,2020.emnlp-main.36,2020,0,"distillation, knowledge, student"
231,2020.emnlp-main.36,2020,-1,noise
232,2020.emnlp-main.36,2020,-1,noise
233,2020.emnlp-main.37,2020,111,"transformer, language, transformers"
234,2020.emnlp-main.37,2020,178,"memory, search, hardware"
235,2020.emnlp-main.37,2020,-1,noise
236,2020.emnlp-main.37,2020,-1,noise
237,2020.emnlp-main.37,2020,0,"distillation, knowledge, student"
238,2020.emnlp-main.37,2020,64,"quantization, bit, quantisation"
239,2020.emnlp-main.38,2020,111,"transformer, language, transformers"
240,2020.emnlp-main.38,2020,149,"language, llms, pre"
241,2020.emnlp-main.38,2020,180,"label, labels, labeled"
242,2020.emnlp-main.38,2020,-1,noise
243,2020.emnlp-main.38,2020,-1,noise
244,2020.emnlp-main.38,2020,-1,noise
245,2020.emnlp-main.38,2020,105,"token, tokens, tokenization"
246,2020.emnlp-main.38,2020,-1,noise
247,2020.emnlp-main.38,2020,-1,noise
248,2020.emnlp-main.38,2020,96,"shot, language, zero"
249,2020.emnlp-main.38,2020,-1,noise
250,2020.emnlp-main.39,2020,-1,noise
251,2020.emnlp-main.39,2020,-1,noise
252,2020.emnlp-main.39,2020,176,"learning, transfer, training"
253,2020.emnlp-main.39,2020,110,"demonstrations, learning, demonstration"
254,2020.emnlp-main.39,2020,181,"training, neurons, layers"
255,2020.emnlp-main.39,2020,71,"question, answering, questions"
256,2020.emnlp-main.39,2020,163,"forgetting, catastrophic, knowledge"
257,2020.emnlp-main.40,2020,95,"shot, zero, lingual"
258,2020.emnlp-main.40,2020,61,"shot, zero, learning"
259,2020.emnlp-main.40,2020,95,"shot, zero, lingual"
260,2020.emnlp-main.40,2020,95,"shot, zero, lingual"
261,2020.emnlp-main.40,2020,121,"embeddings, embedding, word"
262,2020.emnlp-main.40,2020,95,"shot, zero, lingual"
263,2020.emnlp-main.40,2020,174,"github, https, com"
264,2020.emnlp-main.41,2020,-1,noise
265,2020.emnlp-main.41,2020,-1,noise
266,2020.emnlp-main.41,2020,71,"question, answering, questions"
267,2020.emnlp-main.41,2020,3,"alignment, reward, training"
268,2020.emnlp-main.41,2020,71,"question, answering, questions"
269,2020.emnlp-main.41,2020,-1,noise
270,2020.emnlp-main.41,2020,-1,noise
271,2020.emnlp-main.42,2020,93,"translation, machine, mt"
272,2020.emnlp-main.42,2020,-1,noise
273,2020.emnlp-main.42,2020,105,"token, tokens, tokenization"
274,2020.emnlp-main.42,2020,106,"attention, heads, head"
275,2020.emnlp-main.42,2020,3,"alignment, reward, training"
276,2020.emnlp-main.42,2020,173,"datasets, experimental, extensive"
277,2020.emnlp-main.43,2020,152,"languages, dialects, dialect"
278,2020.emnlp-main.43,2020,185,"cultural, gender, bias"
279,2020.emnlp-main.43,2020,152,"languages, dialects, dialect"
280,2020.emnlp-main.43,2020,93,"translation, machine, mt"
281,2020.emnlp-main.43,2020,93,"translation, machine, mt"
282,2020.emnlp-main.43,2020,-1,noise
283,2020.emnlp-main.43,2020,-1,noise
284,2020.emnlp-main.43,2020,93,"translation, machine, mt"
285,2020.emnlp-main.43,2020,93,"translation, machine, mt"
286,2020.emnlp-main.43,2020,93,"translation, machine, mt"
287,2020.emnlp-main.44,2020,185,"cultural, gender, bias"
288,2020.emnlp-main.44,2020,91,"gender, translation, bias"
289,2020.emnlp-main.44,2020,-1,noise
290,2020.emnlp-main.44,2020,-1,noise
291,2020.emnlp-main.44,2020,-1,noise
292,2020.emnlp-main.44,2020,-1,noise
293,2020.emnlp-main.45,2020,-1,noise
294,2020.emnlp-main.45,2020,29,"mental, depression, suicide"
295,2020.emnlp-main.45,2020,-1,noise
296,2020.emnlp-main.45,2020,-1,noise
297,2020.emnlp-main.45,2020,-1,noise
298,2020.emnlp-main.45,2020,-1,noise
299,2020.emnlp-main.45,2020,-1,noise
300,2020.emnlp-main.46,2020,142,"political, ideology, media"
301,2020.emnlp-main.46,2020,142,"political, ideology, media"
302,2020.emnlp-main.46,2020,142,"political, ideology, media"
303,2020.emnlp-main.46,2020,-1,noise
304,2020.emnlp-main.46,2020,-1,noise
305,2020.emnlp-main.46,2020,-1,noise
306,2020.emnlp-main.46,2020,142,"political, ideology, media"
307,2020.emnlp-main.47,2020,103,"document, documents, text"
308,2020.emnlp-main.47,2020,-1,noise
309,2020.emnlp-main.47,2020,-1,noise
310,2020.emnlp-main.48,2020,-1,noise
311,2020.emnlp-main.48,2020,-1,noise
312,2020.emnlp-main.48,2020,11,"recipe, compositional, recipes"
313,2020.emnlp-main.48,2020,-1,noise
314,2020.emnlp-main.48,2020,-1,noise
315,2020.emnlp-main.48,2020,-1,noise
316,2020.emnlp-main.49,2020,34,"event, events, extraction"
317,2020.emnlp-main.49,2020,34,"event, events, extraction"
318,2020.emnlp-main.49,2020,34,"event, events, extraction"
319,2020.emnlp-main.49,2020,34,"event, events, extraction"
320,2020.emnlp-main.50,2020,-1,noise
321,2020.emnlp-main.50,2020,34,"event, events, extraction"
322,2020.emnlp-main.50,2020,-1,noise
323,2020.emnlp-main.50,2020,34,"event, events, extraction"
324,2020.emnlp-main.50,2020,-1,noise
325,2020.emnlp-main.50,2020,51,"extraction, relation, document"
326,2020.emnlp-main.51,2020,34,"event, events, extraction"
327,2020.emnlp-main.51,2020,34,"event, events, extraction"
328,2020.emnlp-main.51,2020,34,"event, events, extraction"
329,2020.emnlp-main.51,2020,34,"event, events, extraction"
330,2020.emnlp-main.51,2020,34,"event, events, extraction"
331,2020.emnlp-main.51,2020,34,"event, events, extraction"
332,2020.emnlp-main.52,2020,34,"event, events, extraction"
333,2020.emnlp-main.52,2020,-1,noise
334,2020.emnlp-main.52,2020,-1,noise
335,2020.emnlp-main.52,2020,-1,noise
336,2020.emnlp-main.52,2020,-1,noise
337,2020.emnlp-main.52,2020,76,"knowledge, llms, injected"
338,2020.emnlp-main.52,2020,-1,noise
339,2020.emnlp-main.52,2020,-1,noise
340,2020.emnlp-main.53,2020,34,"event, events, extraction"
341,2020.emnlp-main.53,2020,34,"event, events, extraction"
342,2020.emnlp-main.53,2020,-1,noise
343,2020.emnlp-main.53,2020,-1,noise
344,2020.emnlp-main.53,2020,34,"event, events, extraction"
345,2020.emnlp-main.54,2020,133,"generation, text, language"
346,2020.emnlp-main.54,2020,-1,noise
347,2020.emnlp-main.54,2020,-1,noise
348,2020.emnlp-main.54,2020,-1,noise
349,2020.emnlp-main.54,2020,-1,noise
350,2020.emnlp-main.54,2020,122,"reasoning, logical, language"
351,2020.emnlp-main.55,2020,12,"style, transfer, text"
352,2020.emnlp-main.55,2020,12,"style, transfer, text"
353,2020.emnlp-main.55,2020,1,"paraphrase, paraphrases, paraphrasing"
354,2020.emnlp-main.55,2020,12,"style, transfer, text"
355,2020.emnlp-main.55,2020,-1,noise
356,2020.emnlp-main.55,2020,12,"style, transfer, text"
357,2020.emnlp-main.56,2020,87,"legal, case, judgment"
358,2020.emnlp-main.56,2020,133,"generation, text, language"
359,2020.emnlp-main.56,2020,-1,noise
360,2020.emnlp-main.56,2020,88,"claim, claims, fact"
361,2020.emnlp-main.56,2020,-1,noise
362,2020.emnlp-main.56,2020,-1,noise
363,2020.emnlp-main.57,2020,133,"generation, text, language"
364,2020.emnlp-main.57,2020,-1,noise
365,2020.emnlp-main.57,2020,-1,noise
366,2020.emnlp-main.57,2020,16,"generation, diffusion, quality"
367,2020.emnlp-main.57,2020,16,"generation, diffusion, quality"
368,2020.emnlp-main.57,2020,16,"generation, diffusion, quality"
369,2020.emnlp-main.57,2020,155,"human, evaluation, metrics"
370,2020.emnlp-main.58,2020,-1,noise
371,2020.emnlp-main.58,2020,-1,noise
372,2020.emnlp-main.58,2020,149,"language, llms, pre"
373,2020.emnlp-main.58,2020,-1,noise
374,2020.emnlp-main.58,2020,-1,noise
375,2020.emnlp-main.58,2020,-1,noise
376,2020.emnlp-main.59,2020,-1,noise
377,2020.emnlp-main.59,2020,-1,noise
378,2020.emnlp-main.59,2020,-1,noise
379,2020.emnlp-main.59,2020,8,"visual, image, vision"
380,2020.emnlp-main.59,2020,-1,noise
381,2020.emnlp-main.59,2020,-1,noise
382,2020.emnlp-main.60,2020,8,"visual, image, vision"
383,2020.emnlp-main.60,2020,8,"visual, image, vision"
384,2020.emnlp-main.60,2020,8,"visual, image, vision"
385,2020.emnlp-main.60,2020,8,"visual, image, vision"
386,2020.emnlp-main.60,2020,-1,noise
387,2020.emnlp-main.60,2020,-1,noise
388,2020.emnlp-main.60,2020,8,"visual, image, vision"
389,2020.emnlp-main.60,2020,8,"visual, image, vision"
390,2020.emnlp-main.60,2020,-1,noise
391,2020.emnlp-main.61,2020,8,"visual, image, vision"
392,2020.emnlp-main.61,2020,8,"visual, image, vision"
393,2020.emnlp-main.61,2020,8,"visual, image, vision"
394,2020.emnlp-main.61,2020,8,"visual, image, vision"
395,2020.emnlp-main.61,2020,8,"visual, image, vision"
396,2020.emnlp-main.61,2020,8,"visual, image, vision"
397,2020.emnlp-main.61,2020,8,"visual, image, vision"
398,2020.emnlp-main.61,2020,8,"visual, image, vision"
399,2020.emnlp-main.61,2020,8,"visual, image, vision"
400,2020.emnlp-main.62,2020,8,"visual, image, vision"
401,2020.emnlp-main.62,2020,-1,noise
402,2020.emnlp-main.62,2020,8,"visual, image, vision"
403,2020.emnlp-main.62,2020,8,"visual, image, vision"
404,2020.emnlp-main.62,2020,8,"visual, image, vision"
405,2020.emnlp-main.62,2020,8,"visual, image, vision"
406,2020.emnlp-main.62,2020,8,"visual, image, vision"
407,2020.emnlp-main.63,2020,8,"visual, image, vision"
408,2020.emnlp-main.63,2020,-1,noise
409,2020.emnlp-main.63,2020,62,"qa, vqa, kbqa"
410,2020.emnlp-main.63,2020,8,"visual, image, vision"
411,2020.emnlp-main.63,2020,62,"qa, vqa, kbqa"
412,2020.emnlp-main.63,2020,62,"qa, vqa, kbqa"
413,2020.emnlp-main.63,2020,71,"question, answering, questions"
414,2020.emnlp-main.64,2020,-1,noise
415,2020.emnlp-main.64,2020,37,"dialogue, dialog, dialogues"
416,2020.emnlp-main.64,2020,185,"cultural, gender, bias"
417,2020.emnlp-main.64,2020,121,"embeddings, embedding, word"
418,2020.emnlp-main.64,2020,37,"dialogue, dialog, dialogues"
419,2020.emnlp-main.64,2020,37,"dialogue, dialog, dialogues"
420,2020.emnlp-main.64,2020,37,"dialogue, dialog, dialogues"
421,2020.emnlp-main.64,2020,37,"dialogue, dialog, dialogues"
422,2020.emnlp-main.65,2020,37,"dialogue, dialog, dialogues"
423,2020.emnlp-main.65,2020,-1,noise
424,2020.emnlp-main.65,2020,180,"label, labels, labeled"
425,2020.emnlp-main.65,2020,-1,noise
426,2020.emnlp-main.65,2020,-1,noise
427,2020.emnlp-main.65,2020,37,"dialogue, dialog, dialogues"
428,2020.emnlp-main.65,2020,-1,noise
429,2020.emnlp-main.65,2020,37,"dialogue, dialog, dialogues"
430,2020.emnlp-main.65,2020,37,"dialogue, dialog, dialogues"
431,2020.emnlp-main.66,2020,37,"dialogue, dialog, dialogues"
432,2020.emnlp-main.66,2020,37,"dialogue, dialog, dialogues"
433,2020.emnlp-main.66,2020,-1,noise
434,2020.emnlp-main.66,2020,112,"reward, preference, reinforcement"
435,2020.emnlp-main.66,2020,37,"dialogue, dialog, dialogues"
436,2020.emnlp-main.66,2020,37,"dialogue, dialog, dialogues"
437,2020.emnlp-main.67,2020,37,"dialogue, dialog, dialogues"
438,2020.emnlp-main.67,2020,37,"dialogue, dialog, dialogues"
439,2020.emnlp-main.67,2020,37,"dialogue, dialog, dialogues"
440,2020.emnlp-main.67,2020,37,"dialogue, dialog, dialogues"
441,2020.emnlp-main.67,2020,37,"dialogue, dialog, dialogues"
442,2020.emnlp-main.67,2020,104,"https, github, com"
443,2020.emnlp-main.67,2020,37,"dialogue, dialog, dialogues"
444,2020.emnlp-main.68,2020,37,"dialogue, dialog, dialogues"
445,2020.emnlp-main.68,2020,37,"dialogue, dialog, dialogues"
446,2020.emnlp-main.68,2020,-1,noise
447,2020.emnlp-main.68,2020,37,"dialogue, dialog, dialogues"
448,2020.emnlp-main.68,2020,37,"dialogue, dialog, dialogues"
449,2020.emnlp-main.68,2020,37,"dialogue, dialog, dialogues"
450,2020.emnlp-main.68,2020,37,"dialogue, dialog, dialogues"
451,2020.emnlp-main.69,2020,152,"languages, dialects, dialect"
452,2020.emnlp-main.69,2020,-1,noise
453,2020.emnlp-main.69,2020,-1,noise
454,2020.emnlp-main.69,2020,15,"generative, discriminative, multiwoz"
455,2020.emnlp-main.69,2020,-1,noise
456,2020.emnlp-main.69,2020,-1,noise
457,2020.emnlp-main.70,2020,-1,noise
458,2020.emnlp-main.70,2020,-1,noise
459,2020.emnlp-main.70,2020,149,"language, llms, pre"
460,2020.emnlp-main.71,2020,140,"word, sense, lexical"
461,2020.emnlp-main.71,2020,-1,noise
462,2020.emnlp-main.71,2020,140,"word, sense, lexical"
463,2020.emnlp-main.71,2020,121,"embeddings, embedding, word"
464,2020.emnlp-main.71,2020,121,"embeddings, embedding, word"
465,2020.emnlp-main.71,2020,-1,noise
466,2020.emnlp-main.71,2020,126,"segmentation, morphological, inflection"
467,2020.emnlp-main.72,2020,93,"translation, machine, mt"
468,2020.emnlp-main.72,2020,181,"training, neurons, layers"
469,2020.emnlp-main.72,2020,-1,noise
470,2020.emnlp-main.72,2020,-1,noise
471,2020.emnlp-main.72,2020,181,"training, neurons, layers"
472,2020.emnlp-main.72,2020,135,"transformer, training, layer"
473,2020.emnlp-main.72,2020,93,"translation, machine, mt"
474,2020.emnlp-main.72,2020,-1,noise
475,2020.emnlp-main.73,2020,93,"translation, machine, mt"
476,2020.emnlp-main.73,2020,93,"translation, machine, mt"
477,2020.emnlp-main.73,2020,-1,noise
478,2020.emnlp-main.73,2020,105,"token, tokens, tokenization"
479,2020.emnlp-main.73,2020,136,"inference, time, faster"
480,2020.emnlp-main.73,2020,93,"translation, machine, mt"
481,2020.emnlp-main.73,2020,93,"translation, machine, mt"
482,2020.emnlp-main.74,2020,93,"translation, machine, mt"
483,2020.emnlp-main.74,2020,178,"memory, search, hardware"
484,2020.emnlp-main.74,2020,-1,noise
485,2020.emnlp-main.74,2020,0,"distillation, knowledge, student"
486,2020.emnlp-main.74,2020,-1,noise
487,2020.emnlp-main.74,2020,93,"translation, machine, mt"
488,2020.emnlp-main.74,2020,-1,noise
489,2020.emnlp-main.75,2020,93,"translation, machine, mt"
490,2020.emnlp-main.75,2020,93,"translation, machine, mt"
491,2020.emnlp-main.75,2020,-1,noise
492,2020.emnlp-main.75,2020,93,"translation, machine, mt"
493,2020.emnlp-main.75,2020,95,"shot, zero, lingual"
494,2020.emnlp-main.75,2020,154,"multilingual, lingual, languages"
495,2020.emnlp-main.76,2020,93,"translation, machine, mt"
496,2020.emnlp-main.76,2020,105,"token, tokens, tokenization"
